Transaction_Amount,Transaction_Type,Device_Used,Account_Age,Credit_Score,Previous_Fraud,Day,Day_of_Week,Hour,Minute
9815.48,Deposit,Web,14,318,Yes,7,Tuesday,8,59
8062.2,Online Payment,Web,16,331,No,19,Sunday,8,6
3031.54,Deposit,Mobile,6,758,No,13,Monday,1,5
2621.47,Deposit,ATM,11,771,No,8,Saturday,7,46
2277.07,Online Payment,POS Terminal,7,694,No,10,Monday,15,59
8185.77,Withdrawal,POS Terminal,11,343,No,5,Sunday,2,12
9152.41,Online Payment,ATM,20,308,No,17,Friday,20,16
9394.41,Online Payment,ATM,4,318,No,6,Thursday,4,36
7476.18,Deposit,ATM,3,454,No,5,Wednesday,6,29
5328.77,Withdrawal,Mobile,12,323,Yes,4,Tuesday,18,42
8717.26,Withdrawal,Mobile,7,787,No,7,Friday,21,28
4129.46,Online Payment,Web,4,313,No,11,Tuesday,6,3
2497.2,Deposit,ATM,14,522,Yes,15,Wednesday,21,55
9286.35,Transfer,Mobile,13,419,Yes,10,Friday,13,13
2412.6,Withdrawal,POS Terminal,17,674,Yes,8,Wednesday,15,27
6706.84,Withdrawal,Mobile,11,850,Yes,28,Tuesday,15,17
7538.74,Deposit,ATM,11,447,Yes,21,Tuesday,20,48
2139.22,Online Payment,Web,2,732,No,31,Friday,6,2
6439.67,Online Payment,Web,7,604,No,25,Saturday,20,8
9317.15,Transfer,Web,2,832,No,13,Monday,2,32
3993.32,Withdrawal,Mobile,15,744,Yes,8,Saturday,6,21
7628.24,Transfer,Web,3,807,No,4,Saturday,11,21
4392.58,Withdrawal,Web,11,745,Yes,15,Wednesday,15,59
5035.81,Withdrawal,ATM,12,586,Yes,1,Saturday,17,14
5375.69,Online Payment,POS Terminal,14,779,No,9,Thursday,3,9
4281.67,Withdrawal,ATM,19,304,Yes,17,Friday,10,39
8363.47,Withdrawal,Web,18,436,Yes,11,Saturday,19,52
9187.69,Online Payment,ATM,10,685,No,2,Sunday,21,58
5147.17,Online Payment,POS Terminal,12,324,Yes,23,Thursday,16,51
1728.95,Deposit,Web,5,346,Yes,12,Sunday,12,12
6361.18,Withdrawal,ATM,9,772,No,24,Friday,11,38
1548.91,Deposit,ATM,12,422,Yes,13,Monday,3,57
4783.03,Online Payment,POS Terminal,12,357,Yes,17,Friday,2,17
1934.77,Withdrawal,Web,15,379,Yes,18,Saturday,20,27
5140.45,Online Payment,Mobile,2,563,No,5,Wednesday,4,26
992.99,Transfer,Mobile,16,551,Yes,23,Thursday,10,25
8560.96,Transfer,Mobile,8,839,No,21,Tuesday,14,14
754.57,Withdrawal,Mobile,11,734,No,16,Sunday,8,7
4580.85,Deposit,POS Terminal,18,806,No,11,Saturday,23,32
897.8,Deposit,Web,14,636,No,8,Wednesday,1,1
3510.79,Transfer,Web,4,482,Yes,23,Thursday,9,14
6439.76,Deposit,Web,9,744,No,12,Wednesday,21,28
8400.03,Withdrawal,Web,12,680,No,8,Wednesday,3,52
5572.37,Online Payment,ATM,19,813,Yes,2,Sunday,16,35
2989.76,Transfer,POS Terminal,13,847,Yes,5,Wednesday,8,14
2688.93,Deposit,POS Terminal,9,429,No,16,Thursday,18,41
4519.13,Withdrawal,Mobile,1,372,No,6,Thursday,3,14
5958.72,Online Payment,POS Terminal,14,454,Yes,31,Friday,12,35
8712.95,Online Payment,POS Terminal,20,635,No,20,Monday,16,37
4782.2,Deposit,ATM,18,701,No,17,Friday,6,7
9873.98,Online Payment,Mobile,14,525,No,27,Monday,17,44
8070.67,Online Payment,Web,7,345,Yes,23,Thursday,21,55
6498.91,Transfer,ATM,19,526,Yes,25,Saturday,0,19
3441.58,Transfer,POS Terminal,13,596,Yes,3,Friday,13,10
1615.28,Online Payment,ATM,3,701,Yes,9,Thursday,15,44
5380.0,Deposit,Mobile,1,566,No,7,Tuesday,9,39
1530.81,Deposit,ATM,2,508,Yes,8,Wednesday,4,17
3818.88,Online Payment,ATM,12,390,Yes,1,Wednesday,0,21
216.31,Online Payment,POS Terminal,2,341,No,29,Wednesday,0,7
5507.97,Transfer,POS Terminal,8,721,Yes,9,Sunday,18,20
7826.1,Deposit,Mobile,13,546,No,21,Tuesday,1,30
2107.41,Transfer,POS Terminal,1,636,Yes,31,Friday,0,50
1485.15,Online Payment,Web,6,697,No,15,Saturday,9,54
8848.91,Deposit,ATM,16,440,Yes,6,Thursday,22,50
8384.73,Transfer,Web,18,487,Yes,11,Saturday,7,59
8435.02,Withdrawal,Mobile,11,397,Yes,5,Sunday,12,4
7792.41,Online Payment,ATM,10,329,No,11,Saturday,19,56
4209.39,Online Payment,ATM,12,500,Yes,13,Monday,18,25
1458.39,Online Payment,Web,3,718,Yes,14,Tuesday,3,29
3479.73,Transfer,Mobile,14,737,No,9,Thursday,22,59
9045.62,Transfer,Web,16,452,No,28,Tuesday,0,27
668.47,Deposit,ATM,1,762,No,13,Monday,11,56
8727.92,Withdrawal,POS Terminal,2,544,No,13,Monday,20,32
9101.49,Withdrawal,Mobile,1,427,No,31,Friday,10,50
4678.18,Transfer,Mobile,9,635,No,2,Sunday,22,57
6913.51,Transfer,Mobile,10,439,No,1,Saturday,16,4
3939.07,Online Payment,POS Terminal,8,685,Yes,30,Thursday,20,55
3847.99,Transfer,Mobile,12,578,No,10,Monday,6,44
4220.64,Withdrawal,ATM,13,540,Yes,26,Sunday,16,25
3013.6,Online Payment,Web,16,655,Yes,18,Saturday,9,18
9557.89,Withdrawal,ATM,1,358,No,7,Tuesday,16,41
7430.59,Online Payment,Mobile,10,350,No,1,Wednesday,19,1
9424.76,Deposit,POS Terminal,8,687,No,7,Friday,15,18
2366.93,Transfer,POS Terminal,16,726,Yes,21,Tuesday,18,27
7844.27,Online Payment,Mobile,1,733,No,15,Saturday,21,17
7899.18,Transfer,Web,1,471,No,22,Wednesday,16,12
1727.09,Transfer,POS Terminal,11,713,No,18,Saturday,7,26
8127.06,Online Payment,POS Terminal,10,355,Yes,6,Monday,14,3
1880.49,Deposit,Mobile,18,321,No,5,Wednesday,1,37
8568.11,Withdrawal,Mobile,3,490,No,12,Wednesday,8,19
6513.44,Transfer,Mobile,10,791,Yes,3,Monday,3,28
6205.45,Online Payment,POS Terminal,17,385,Yes,23,Thursday,23,45
3274.44,Withdrawal,Mobile,12,597,No,15,Saturday,0,7
5974.6,Online Payment,ATM,8,636,Yes,1,Wednesday,0,16
2109.2,Deposit,Mobile,9,832,No,13,Thursday,1,35
8368.29,Online Payment,ATM,2,517,Yes,6,Monday,6,29
8610.63,Withdrawal,Web,3,514,No,27,Monday,9,34
1083.09,Withdrawal,Web,4,507,Yes,26,Sunday,5,29
2926.55,Deposit,ATM,6,597,No,5,Sunday,19,12
8727.53,Online Payment,Mobile,14,673,No,4,Tuesday,17,27
6661.16,Withdrawal,Mobile,20,693,No,10,Friday,1,10
5628.55,Deposit,Mobile,4,833,No,1,Saturday,19,44
9716.27,Online Payment,POS Terminal,19,705,Yes,5,Wednesday,14,12
1999.46,Transfer,Web,13,822,Yes,8,Wednesday,8,59
1985.51,Deposit,ATM,2,653,Yes,22,Wednesday,22,11
9471.05,Transfer,Mobile,8,463,Yes,5,Sunday,13,38
9846.5,Withdrawal,Web,11,645,Yes,23,Thursday,0,30
4913.49,Deposit,ATM,15,503,Yes,3,Friday,3,45
7346.56,Transfer,POS Terminal,7,790,Yes,12,Sunday,13,47
8786.58,Online Payment,Mobile,13,449,Yes,14,Friday,10,3
8443.7,Deposit,ATM,16,711,No,14,Tuesday,14,50
2492.63,Online Payment,POS Terminal,11,354,Yes,6,Thursday,9,37
7267.16,Deposit,ATM,18,828,No,7,Tuesday,1,36
7950.55,Online Payment,ATM,11,720,No,11,Saturday,4,56
5539.89,Withdrawal,Mobile,19,514,No,16,Thursday,17,37
6156.98,Deposit,POS Terminal,6,574,No,28,Tuesday,15,57
3201.03,Transfer,Mobile,13,611,Yes,9,Thursday,11,58
2772.17,Transfer,POS Terminal,14,563,Yes,14,Friday,10,54
7872.01,Transfer,Web,20,530,Yes,7,Friday,9,41
3089.44,Online Payment,ATM,15,519,Yes,3,Monday,0,34
9707.66,Online Payment,ATM,12,768,Yes,7,Friday,20,54
2175.59,Deposit,ATM,11,570,Yes,5,Wednesday,22,27
8456.83,Deposit,ATM,14,478,No,25,Saturday,13,0
5829.15,Withdrawal,POS Terminal,3,776,No,18,Saturday,12,24
1272.29,Deposit,POS Terminal,2,614,Yes,16,Thursday,21,20
9148.8,Transfer,POS Terminal,6,609,No,5,Wednesday,20,30
9126.46,Transfer,POS Terminal,6,355,Yes,18,Saturday,12,25
3391.04,Online Payment,ATM,18,402,Yes,13,Thursday,7,49
9503.57,Withdrawal,Web,10,323,Yes,29,Wednesday,12,43
152.23,Deposit,Mobile,17,569,Yes,5,Sunday,13,39
1770.07,Deposit,ATM,5,651,Yes,7,Tuesday,7,52
8059.69,Withdrawal,ATM,5,527,Yes,4,Saturday,1,47
4005.59,Deposit,Mobile,20,824,Yes,4,Saturday,13,9
7467.92,Transfer,Web,17,725,Yes,13,Monday,0,29
3721.73,Deposit,Web,13,501,Yes,12,Sunday,12,46
7823.8,Withdrawal,ATM,13,302,No,20,Monday,6,33
2563.88,Withdrawal,Mobile,10,574,Yes,15,Saturday,15,33
7210.22,Deposit,POS Terminal,17,500,Yes,15,Saturday,16,26
4397.48,Withdrawal,ATM,20,674,No,8,Wednesday,0,19
8310.8,Online Payment,POS Terminal,17,464,Yes,10,Friday,11,20
4168.77,Withdrawal,ATM,12,332,No,3,Monday,11,13
5501.53,Deposit,POS Terminal,1,678,No,6,Thursday,22,22
7006.0,Transfer,Web,14,730,Yes,8,Wednesday,3,22
5907.75,Deposit,POS Terminal,10,428,No,20,Monday,5,20
9097.53,Transfer,Web,13,820,Yes,7,Friday,9,48
6993.14,Withdrawal,ATM,9,671,No,2,Thursday,12,10
3739.68,Transfer,POS Terminal,14,680,Yes,11,Saturday,12,27
1448.0,Transfer,Mobile,14,487,Yes,16,Thursday,2,39
1993.42,Deposit,ATM,8,781,Yes,15,Wednesday,6,43
1056.22,Withdrawal,Mobile,6,435,Yes,27,Monday,6,24
8073.42,Deposit,ATM,6,538,No,4,Tuesday,18,40
7423.24,Transfer,POS Terminal,4,418,Yes,1,Saturday,10,54
1567.6,Withdrawal,Web,18,581,Yes,31,Friday,11,52
6246.24,Withdrawal,POS Terminal,18,706,No,31,Friday,5,16
8295.1,Online Payment,ATM,19,583,Yes,23,Thursday,13,55
6210.67,Online Payment,POS Terminal,9,614,Yes,13,Monday,11,9
2560.8,Withdrawal,ATM,11,603,No,2,Thursday,10,43
9941.74,Deposit,ATM,1,418,Yes,29,Wednesday,6,44
1477.76,Deposit,Mobile,17,845,Yes,26,Sunday,11,53
8917.78,Online Payment,ATM,15,324,Yes,8,Wednesday,8,38
3882.11,Withdrawal,ATM,11,618,No,16,Sunday,3,19
3509.04,Withdrawal,ATM,16,669,Yes,14,Tuesday,2,2
4992.77,Transfer,ATM,5,661,No,17,Friday,21,10
3833.57,Transfer,Mobile,13,405,No,2,Sunday,20,25
5402.59,Online Payment,POS Terminal,7,560,Yes,3,Monday,14,19
5383.36,Online Payment,Web,16,765,No,13,Monday,18,17
1816.61,Online Payment,Web,8,436,Yes,13,Thursday,5,2
3843.43,Online Payment,Mobile,7,522,Yes,7,Friday,5,26
5542.23,Transfer,Mobile,12,809,Yes,13,Monday,2,36
5808.0,Online Payment,ATM,4,575,No,6,Monday,2,43
9773.39,Online Payment,POS Terminal,2,473,Yes,2,Sunday,23,36
613.83,Deposit,POS Terminal,13,482,No,2,Thursday,20,48
6061.08,Online Payment,ATM,19,757,No,1,Saturday,7,15
4418.94,Transfer,Web,12,389,No,12,Wednesday,22,52
8101.77,Withdrawal,POS Terminal,7,483,No,9,Thursday,5,3
3913.44,Deposit,ATM,15,693,Yes,2,Thursday,13,21
3926.21,Transfer,ATM,14,738,No,7,Tuesday,10,4
1251.62,Online Payment,Mobile,7,563,No,3,Monday,16,30
8516.49,Deposit,POS Terminal,10,537,Yes,11,Tuesday,3,51
8198.8,Online Payment,ATM,17,467,Yes,1,Saturday,18,8
2238.66,Deposit,POS Terminal,20,564,No,11,Tuesday,1,14
619.86,Online Payment,Web,1,309,Yes,21,Tuesday,14,52
2196.01,Transfer,Mobile,11,400,Yes,24,Friday,9,53
7397.38,Deposit,Web,10,492,No,6,Thursday,9,55
1743.06,Online Payment,Web,4,387,No,2,Thursday,21,40
9986.04,Online Payment,Web,13,721,Yes,28,Tuesday,18,9
792.86,Deposit,Web,20,816,No,1,Wednesday,16,4
5734.58,Withdrawal,POS Terminal,19,384,Yes,3,Friday,7,38
9562.63,Deposit,ATM,14,585,No,3,Friday,17,40
6635.57,Transfer,Web,8,680,No,22,Wednesday,8,30
3473.74,Transfer,Web,16,486,No,2,Thursday,15,43
6586.74,Deposit,POS Terminal,15,302,No,17,Friday,5,13
9694.59,Online Payment,Web,12,407,No,22,Wednesday,0,33
3666.64,Withdrawal,Web,2,772,Yes,3,Friday,6,43
8926.55,Transfer,Web,12,332,No,14,Tuesday,11,16
4573.56,Transfer,ATM,11,479,Yes,18,Saturday,17,55
1498.98,Online Payment,Web,2,424,Yes,17,Friday,13,12
7087.44,Online Payment,Mobile,4,406,Yes,1,Saturday,17,33
1091.75,Online Payment,POS Terminal,9,465,Yes,25,Saturday,10,29
4564.26,Online Payment,POS Terminal,19,699,No,3,Friday,2,33
1923.77,Transfer,Mobile,6,800,Yes,11,Saturday,19,29
4075.74,Online Payment,ATM,9,731,Yes,13,Monday,2,8
2881.84,Transfer,Web,2,323,Yes,5,Wednesday,11,17
468.92,Withdrawal,Mobile,5,560,No,5,Sunday,18,15
1230.31,Deposit,POS Terminal,16,684,Yes,10,Monday,16,45
2658.5,Online Payment,Mobile,20,722,Yes,17,Friday,1,13
6546.81,Deposit,POS Terminal,18,528,No,3,Monday,12,24
8858.46,Online Payment,Mobile,3,639,Yes,2,Sunday,5,11
9444.06,Online Payment,Mobile,2,705,Yes,3,Friday,14,49
8740.41,Online Payment,POS Terminal,16,705,Yes,11,Saturday,19,18
3808.66,Withdrawal,POS Terminal,2,627,No,17,Friday,8,28
97.53,Online Payment,Web,19,689,Yes,8,Wednesday,21,56
7310.34,Transfer,POS Terminal,18,505,Yes,28,Tuesday,7,27
8941.65,Deposit,Mobile,6,814,Yes,7,Tuesday,6,10
9562.47,Withdrawal,POS Terminal,20,670,No,28,Tuesday,23,18
9063.54,Deposit,Mobile,3,623,No,6,Thursday,15,59
7041.76,Withdrawal,Web,15,505,Yes,15,Saturday,3,27
8234.85,Transfer,POS Terminal,7,419,Yes,30,Thursday,4,39
8971.94,Online Payment,POS Terminal,5,785,Yes,31,Friday,16,59
9919.98,Transfer,ATM,19,753,No,15,Wednesday,16,46
1161.89,Withdrawal,Mobile,7,462,Yes,21,Tuesday,20,59
4016.74,Online Payment,Web,19,351,Yes,26,Sunday,0,49
2087.47,Online Payment,ATM,9,748,No,4,Saturday,23,55
1725.14,Transfer,Mobile,7,486,Yes,4,Saturday,23,15
4298.42,Withdrawal,Web,4,763,No,2,Sunday,5,45
9896.57,Deposit,ATM,19,562,No,30,Thursday,11,54
6764.66,Withdrawal,Web,2,690,Yes,4,Tuesday,11,37
1852.24,Withdrawal,Mobile,16,666,No,24,Friday,16,9
6539.24,Transfer,ATM,7,420,Yes,3,Monday,18,37
9031.98,Deposit,Mobile,12,458,No,5,Sunday,9,22
2674.58,Withdrawal,POS Terminal,20,759,No,8,Saturday,6,32
282.32,Withdrawal,Mobile,6,377,No,12,Sunday,11,27
1579.05,Withdrawal,ATM,7,426,Yes,15,Wednesday,10,16
5126.0,Withdrawal,Mobile,6,780,No,24,Friday,18,18
3071.42,Online Payment,Mobile,3,497,No,20,Monday,1,28
3667.25,Deposit,Web,15,434,No,10,Monday,2,59
7167.06,Transfer,POS Terminal,3,748,No,10,Friday,19,27
8331.46,Online Payment,Web,5,521,No,6,Monday,1,36
8101.73,Withdrawal,ATM,14,466,Yes,29,Wednesday,2,21
62.25,Deposit,Mobile,15,333,No,14,Tuesday,20,0
5656.68,Withdrawal,ATM,3,680,No,27,Monday,15,50
9301.68,Transfer,Mobile,8,497,No,8,Wednesday,19,47
2302.77,Online Payment,ATM,7,628,Yes,7,Friday,8,54
6127.05,Online Payment,Mobile,8,430,No,24,Friday,2,26
9237.87,Online Payment,ATM,17,718,No,2,Thursday,5,37
4316.25,Online Payment,Mobile,12,666,No,9,Sunday,15,31
674.8,Withdrawal,POS Terminal,17,811,Yes,5,Sunday,20,56
6614.03,Deposit,POS Terminal,20,548,No,6,Monday,13,7
9099.48,Deposit,POS Terminal,12,716,No,2,Sunday,16,41
5015.01,Online Payment,Mobile,7,756,No,9,Thursday,7,10
5078.18,Withdrawal,Web,4,707,No,29,Wednesday,5,59
1328.21,Online Payment,ATM,19,729,Yes,9,Thursday,23,53
8711.73,Transfer,POS Terminal,6,847,No,3,Friday,11,33
303.1,Deposit,ATM,5,480,No,4,Saturday,8,35
437.81,Deposit,POS Terminal,17,742,Yes,22,Wednesday,14,12
2585.48,Online Payment,Web,4,846,Yes,21,Tuesday,18,17
2954.95,Online Payment,ATM,7,631,Yes,2,Thursday,8,50
9359.88,Online Payment,POS Terminal,11,717,Yes,25,Saturday,23,29
1558.09,Online Payment,Mobile,7,480,Yes,16,Sunday,3,51
5663.5,Transfer,Web,14,458,No,30,Thursday,16,31
4072.49,Transfer,POS Terminal,3,518,No,1,Wednesday,9,59
1074.35,Withdrawal,POS Terminal,18,441,No,16,Sunday,5,33
8990.39,Online Payment,POS Terminal,12,309,No,31,Friday,4,31
6303.81,Online Payment,Web,7,454,No,14,Friday,5,17
2957.68,Online Payment,ATM,13,756,No,1,Wednesday,14,11
487.22,Deposit,Mobile,5,739,Yes,10,Friday,23,29
8301.26,Online Payment,ATM,15,465,No,2,Sunday,17,43
5723.23,Transfer,ATM,2,397,No,2,Thursday,3,5
1512.97,Deposit,Web,13,667,No,5,Wednesday,13,41
3801.46,Deposit,ATM,13,580,No,12,Wednesday,0,54
9643.53,Online Payment,Web,14,585,No,8,Saturday,5,28
8854.16,Withdrawal,ATM,16,498,Yes,23,Thursday,4,16
2506.59,Withdrawal,POS Terminal,8,615,Yes,21,Tuesday,21,30
6518.99,Withdrawal,ATM,1,480,No,28,Tuesday,6,58
4914.68,Deposit,POS Terminal,14,564,Yes,1,Saturday,19,16
8057.92,Transfer,POS Terminal,1,378,No,4,Tuesday,0,49
296.74,Withdrawal,ATM,11,378,Yes,7,Tuesday,2,15
8715.51,Transfer,Mobile,2,481,No,5,Sunday,10,23
7871.15,Deposit,Mobile,20,534,Yes,23,Thursday,5,42
8683.91,Deposit,ATM,5,534,Yes,12,Sunday,21,11
8388.19,Withdrawal,POS Terminal,2,719,Yes,31,Friday,12,51
8132.85,Online Payment,ATM,14,794,No,9,Sunday,22,55
3436.04,Withdrawal,Web,12,559,Yes,6,Monday,4,58
4536.17,Transfer,Web,6,685,No,4,Saturday,15,14
9283.61,Transfer,Mobile,17,418,Yes,11,Tuesday,15,50
9496.98,Online Payment,Web,11,733,No,14,Tuesday,5,13
4239.23,Online Payment,Mobile,17,408,No,8,Wednesday,11,36
4030.59,Deposit,Web,13,377,No,24,Friday,4,18
3814.58,Withdrawal,Web,10,406,No,14,Friday,6,34
1284.1,Withdrawal,ATM,5,356,Yes,3,Monday,7,8
966.88,Withdrawal,Mobile,15,408,Yes,30,Thursday,1,34
2564.95,Transfer,ATM,12,344,No,19,Sunday,7,42
9478.77,Online Payment,Web,2,650,No,13,Monday,23,47
9111.94,Deposit,POS Terminal,16,487,Yes,18,Saturday,2,33
785.07,Transfer,ATM,4,509,No,13,Monday,15,35
8878.1,Withdrawal,Web,20,696,Yes,31,Friday,3,28
5789.77,Online Payment,POS Terminal,19,439,Yes,12,Wednesday,21,29
8038.36,Withdrawal,Mobile,16,331,Yes,17,Friday,18,5
8381.6,Online Payment,ATM,8,598,Yes,10,Friday,12,31
7254.75,Online Payment,Web,9,607,No,5,Sunday,14,39
6148.28,Transfer,ATM,9,673,Yes,3,Friday,9,20
8266.74,Deposit,ATM,2,445,Yes,28,Tuesday,13,6
8465.27,Transfer,Web,17,410,Yes,14,Tuesday,20,11
8451.62,Deposit,ATM,1,775,No,1,Wednesday,2,39
2928.4,Transfer,Web,11,826,Yes,10,Friday,18,55
1032.51,Deposit,ATM,15,767,No,23,Thursday,7,49
2292.55,Transfer,POS Terminal,4,569,Yes,5,Sunday,11,30
8272.69,Withdrawal,Mobile,3,429,Yes,11,Saturday,3,27
4817.32,Deposit,ATM,18,461,No,4,Tuesday,0,57
321.01,Transfer,Web,2,475,Yes,21,Tuesday,4,12
2287.54,Withdrawal,ATM,10,578,No,15,Wednesday,15,1
9171.1,Withdrawal,POS Terminal,15,510,No,4,Saturday,13,44
2771.99,Online Payment,Web,4,586,No,13,Monday,19,34
605.06,Deposit,Web,14,684,No,2,Thursday,8,31
1162.3,Deposit,Web,10,602,Yes,4,Tuesday,12,31
2924.0,Deposit,POS Terminal,10,475,Yes,31,Friday,18,57
2126.13,Withdrawal,ATM,11,471,Yes,2,Thursday,20,12
460.29,Online Payment,ATM,14,688,Yes,26,Sunday,3,57
8694.13,Deposit,Mobile,4,608,Yes,4,Saturday,3,39
2382.52,Withdrawal,POS Terminal,6,312,No,2,Sunday,15,5
2847.22,Withdrawal,Web,1,609,Yes,9,Sunday,0,16
5315.34,Transfer,ATM,16,642,No,2,Thursday,18,6
2936.27,Withdrawal,POS Terminal,7,692,Yes,5,Wednesday,5,8
7167.76,Transfer,Web,12,591,No,6,Monday,17,35
5401.48,Withdrawal,Web,18,470,Yes,1,Saturday,17,56
1397.97,Deposit,POS Terminal,16,512,Yes,9,Sunday,4,23
539.76,Deposit,ATM,19,731,Yes,2,Sunday,7,22
3148.75,Online Payment,ATM,17,706,No,15,Wednesday,6,8
1910.0,Online Payment,POS Terminal,14,815,Yes,8,Wednesday,3,9
4626.23,Deposit,Web,8,756,Yes,22,Wednesday,18,35
9968.85,Transfer,Mobile,7,761,No,25,Saturday,16,34
7739.88,Online Payment,Web,9,528,No,5,Wednesday,0,10
7188.15,Deposit,Mobile,1,690,No,8,Saturday,17,15
6082.07,Withdrawal,Mobile,17,339,No,14,Friday,10,56
4751.2,Online Payment,Mobile,9,558,Yes,29,Wednesday,9,16
3475.08,Transfer,POS Terminal,1,359,No,14,Friday,19,51
2912.59,Withdrawal,POS Terminal,10,496,Yes,24,Friday,19,50
2666.9,Transfer,Mobile,13,734,No,3,Monday,10,9
5074.24,Deposit,Web,5,799,No,21,Tuesday,22,56
1721.36,Withdrawal,ATM,11,521,No,28,Tuesday,15,17
1410.08,Withdrawal,POS Terminal,20,822,Yes,1,Saturday,7,39
5881.3,Deposit,ATM,3,846,Yes,21,Tuesday,6,33
4805.68,Withdrawal,Web,8,625,No,2,Sunday,0,20
161.96,Online Payment,Web,1,568,No,31,Friday,12,28
8734.94,Withdrawal,Mobile,17,803,Yes,7,Tuesday,0,38
2039.72,Deposit,Mobile,14,304,No,15,Saturday,19,42
7077.23,Online Payment,Web,3,537,No,2,Thursday,22,17
76.15,Online Payment,ATM,12,689,No,26,Sunday,11,35
6661.6,Withdrawal,POS Terminal,18,697,Yes,30,Thursday,7,30
4066.59,Withdrawal,POS Terminal,6,719,No,18,Saturday,8,10
8213.8,Transfer,Web,11,582,No,1,Saturday,18,50
9943.21,Deposit,Mobile,20,497,Yes,23,Thursday,9,33
9769.73,Withdrawal,Web,10,418,Yes,30,Thursday,6,52
212.9,Online Payment,ATM,13,390,No,8,Saturday,11,47
2169.58,Transfer,Mobile,18,375,Yes,15,Saturday,11,37
9677.61,Deposit,Mobile,11,767,Yes,15,Saturday,6,49
2023.51,Online Payment,Mobile,16,422,No,6,Monday,22,26
3465.47,Online Payment,Mobile,3,664,Yes,12,Wednesday,10,32
6353.69,Withdrawal,ATM,15,362,No,16,Thursday,23,36
5865.75,Transfer,Mobile,9,425,No,14,Friday,14,27
7482.71,Online Payment,POS Terminal,1,841,Yes,5,Sunday,22,3
3324.01,Online Payment,Mobile,1,759,Yes,25,Saturday,17,28
7556.62,Transfer,Web,20,385,Yes,25,Saturday,10,7
9911.83,Withdrawal,Web,3,836,Yes,14,Tuesday,19,39
2967.41,Online Payment,POS Terminal,4,421,No,30,Thursday,23,58
5650.52,Transfer,Web,20,764,Yes,11,Saturday,4,59
2757.59,Withdrawal,Web,1,385,Yes,14,Friday,4,16
6789.73,Deposit,Mobile,10,305,Yes,3,Monday,3,22
9300.01,Transfer,POS Terminal,17,690,Yes,16,Thursday,21,16
3588.7,Online Payment,Web,14,695,No,16,Thursday,21,42
872.2,Online Payment,POS Terminal,18,487,No,12,Sunday,21,29
629.33,Transfer,Web,18,599,Yes,5,Sunday,21,29
1910.46,Transfer,Mobile,4,768,No,3,Friday,9,12
6929.11,Online Payment,Web,18,600,No,7,Tuesday,13,28
922.44,Withdrawal,Mobile,17,780,No,14,Friday,16,40
3237.97,Transfer,Web,14,321,Yes,5,Sunday,22,16
6483.91,Deposit,POS Terminal,10,365,Yes,3,Monday,2,13
2914.89,Transfer,Mobile,18,727,No,2,Sunday,19,22
7499.66,Withdrawal,Web,14,541,No,7,Friday,5,0
969.26,Deposit,POS Terminal,14,322,Yes,28,Tuesday,6,1
7119.51,Withdrawal,ATM,16,560,Yes,20,Monday,15,1
3620.03,Transfer,ATM,9,470,Yes,5,Wednesday,22,2
6689.62,Deposit,ATM,9,446,No,12,Sunday,12,30
9395.51,Transfer,Web,5,683,No,15,Saturday,20,15
4912.72,Deposit,ATM,1,492,Yes,28,Tuesday,3,38
7662.35,Withdrawal,ATM,3,305,Yes,8,Wednesday,8,30
4665.22,Withdrawal,ATM,7,718,Yes,3,Monday,7,15
2336.74,Online Payment,Web,19,750,No,4,Tuesday,21,34
2031.7,Online Payment,POS Terminal,18,834,Yes,13,Thursday,11,12
2106.95,Withdrawal,Web,5,846,Yes,4,Tuesday,23,12
7846.21,Online Payment,ATM,9,708,No,16,Thursday,18,40
9138.35,Deposit,POS Terminal,18,540,Yes,7,Tuesday,20,5
5826.98,Online Payment,POS Terminal,18,695,Yes,9,Thursday,18,53
9576.73,Online Payment,Mobile,18,488,No,18,Saturday,19,28
7130.96,Transfer,POS Terminal,16,326,No,14,Friday,8,5
3641.19,Deposit,Mobile,14,471,No,14,Friday,23,40
5018.59,Transfer,POS Terminal,19,536,No,15,Saturday,16,14
9175.04,Deposit,ATM,14,593,Yes,10,Monday,9,19
4196.56,Transfer,POS Terminal,12,751,Yes,23,Thursday,9,18
4391.9,Online Payment,Mobile,20,497,No,11,Tuesday,1,56
733.47,Online Payment,Mobile,8,315,Yes,12,Sunday,11,10
1154.52,Withdrawal,Mobile,13,416,No,8,Saturday,7,16
5291.62,Withdrawal,POS Terminal,19,616,Yes,5,Sunday,4,50
6496.8,Deposit,Web,14,478,No,9,Thursday,4,35
9563.08,Withdrawal,POS Terminal,10,458,Yes,3,Monday,15,34
5831.96,Transfer,Mobile,1,641,No,31,Friday,6,11
2746.14,Deposit,POS Terminal,16,706,Yes,5,Sunday,19,47
5469.59,Deposit,Web,17,580,Yes,17,Friday,13,9
7675.14,Deposit,Mobile,11,464,No,10,Friday,19,22
4702.79,Online Payment,Web,8,764,No,18,Saturday,4,5
2354.51,Deposit,ATM,19,531,No,14,Friday,21,10
1883.68,Withdrawal,POS Terminal,12,646,Yes,1,Saturday,4,48
3903.62,Withdrawal,Mobile,1,391,Yes,11,Tuesday,8,56
5028.29,Transfer,ATM,20,720,No,7,Tuesday,2,55
8080.43,Withdrawal,Mobile,2,668,No,25,Saturday,6,59
8521.13,Withdrawal,ATM,19,694,No,7,Friday,2,36
